"DR_NO","Date.Rptd","DATE.OCC","TIME.OCC","AREA","AREA.NAME","Rpt.Dist.No","Part.1.2","Crm.Cd","Crm.Cd.Desc","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","Status","Status.Desc","Crm.Cd.1","LOCATION","LAT","LON","year","Descent_Description","month","Hour"
201820196,"11/08/2020 12:00:00 AM",2020-11-07,"23:30",18,"Southeast",1821,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43,"M","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",230,"10000    BARING CROSS                 ST",33.9451,-118.2894,2020,"Hispanic/Latin/Mexican","2020-11","23"
240508105,"04/18/2024 12:00:00 AM",2020-12-19,"13:40",5,"Harbor",507,2,354,"THEFT OF IDENTITY",65,"M","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"1400 W  223RD                        ST",33.8245,-118.3016,2020,"Hispanic/Latin/Mexican","2020-12","13"
201220853,"09/16/2020 12:00:00 AM",2020-07-03,"12:00",12,"77th Street",1213,1,310,"BURGLARY",56,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",310,"1600 W  58TH                         ST",33.9897,-118.3045,2020,"White","2020-07","12"
201407327,"02/26/2020 12:00:00 AM",2020-02-26,"15:00",14,"Pacific",1445,1,480,"BIKE - STOLEN",72,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",480,"12400    PACIFIC                      AV",34.0027,-118.4328,2020,"Hispanic/Latin/Mexican","2020-02","15"
201708683,"04/30/2020 12:00:00 AM",2020-04-29,"23:00",17,"Devonshire",1767,1,330,"BURGLARY FROM VEHICLE",23,"F","W",108,"PARKING LOT","IC","Invest Cont",330,"18500    VINCENNES                    ST",34.241,-118.5361,2020,"White","2020-04","23"
202004278,"01/06/2020 12:00:00 AM",2020-01-06,"23:00",20,"Olympic",2033,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",29,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AA","Adult Arrest",930,"800 S  HOBART                       BL",34.0577,-118.3053,2020,"Hispanic/Latin/Mexican","2020-01","23"
200609409,"04/23/2020 12:00:00 AM",2020-04-23,"14:40",6,"Hollywood",663,1,310,"BURGLARY",40,"M","K",221,"PUBLIC STORAGE","IC","Invest Cont",310,"6800    SANTA MONICA                 BL",34.0907,-118.3393,2020,"Korean","2020-04","14"
200710240,"06/10/2020 12:00:00 AM",2020-05-07,"12:00",7,"Wilshire",782,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",48,"M","O",203,"OTHER BUSINESS","IC","Invest Cont",668,"6000    VENICE                       BL",34.0374,-118.374,2020,"Other","2020-05","12"
201207268,"02/16/2020 12:00:00 AM",2020-02-16,"14:00",12,"77th Street",1233,1,510,"VEHICLE - STOLEN",0,"","",108,"PARKING LOT","IC","Invest Cont",510,"1800 W  SLAUSON                      AV",33.9892,-118.3089,2020,"Unknown","2020-02","14"
202011077,"06/18/2020 12:00:00 AM",2020-06-17,"17:00",20,"Olympic",2069,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"1100    MAGNOLIA                     AV",34.0508,-118.2865,2020,"Unknown","2020-06","17"
201822710,"12/27/2020 12:00:00 AM",2020-12-27,"17:25",18,"Southeast",1823,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",40,"M","H",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",230,"200 E  CENTURY                      BL",33.9456,-118.2717,2020,"Hispanic/Latin/Mexican","2020-12","17"
202009489,"05/08/2020 12:00:00 AM",2020-05-07,"19:00",20,"Olympic",2024,2,910,"KIDNAPPING",43,"F","H",102,"SIDEWALK","IC","Invest Cont",910,"3700    WILSHIRE                     BL",34.0636,-118.3047,2020,"Hispanic/Latin/Mexican","2020-05","19"
200122927,"12/30/2020 12:00:00 AM",2020-12-30,"04:50",1,"Central",195,1,310,"BURGLARY",26,"M","H",710,"OTHER PREMISE","IC","Invest Cont",310,"1400 S  MAIN                         ST",34.0352,-118.2613,2020,"Hispanic/Latin/Mexican","2020-12","04"
201218228,"08/10/2020 12:00:00 AM",2020-08-10,"03:00",12,"77th Street",1208,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",27,"M","B",505,"MOTEL","IC","Invest Cont",341,"4700 S  FIGUEROA                     ST",33.9997,-118.2849,2020,"Black","2020-08","03"
200408979,"05/18/2020 12:00:00 AM",2020-05-16,"05:30",4,"Hollenbeck",415,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"2400 N  GRIFFIN                      AV",34.0737,-118.2117,2020,"Unknown","2020-05","05"
201415134,"08/08/2020 12:00:00 AM",2020-08-08,"04:15",14,"Pacific",1479,1,220,"ATTEMPTED ROBBERY",0,"X","X",401,"MINI-MART","AA","Adult Arrest",220,"7300    LA TIJERA                    BL",33.9656,-118.385,2020,"Unknown","2020-08","04"
200917814,"11/29/2020 12:00:00 AM",2020-11-28,"23:51",9,"Van Nuys",974,1,310,"BURGLARY",31,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",310,"4500    VESPER                       AV",34.1533,-118.4509,2020,"White","2020-11","23"
202000767,"12/23/2020 12:00:00 AM",2020-12-23,"12:20",20,"Olympic",2055,1,210,"ROBBERY",56,"M","H",203,"OTHER BUSINESS","AA","Adult Arrest",210,"2900 W  OLYMPIC                      BL",34.0527,-118.2973,2020,"Hispanic/Latin/Mexican","2020-12","12"
200320224,"11/11/2020 12:00:00 AM",2020-10-27,"11:30",3,"Southwest",338,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",20,"F","W",119,"PORCH, RESIDENTIAL","IC","Invest Cont",440,"1100 W  30TH                         ST",34.0275,-118.2875,2020,"White","2020-10","11"
202108307,"04/16/2020 12:00:00 AM",2020-04-16,"02:00",21,"Topanga",2187,1,210,"ROBBERY",18,"M","O",101,"STREET","IC","Invest Cont",210,"LOPEZ                        ST",34.161,-118.6058,2020,"Other","2020-04","02"
200605106,"01/25/2020 12:00:00 AM",2020-01-25,"00:50",6,"Hollywood",646,2,625,"OTHER ASSAULT",32,"M","W",504,"OTHER RESIDENCE","IC","Invest Cont",625,"1600    SCHRADER                     BL",34.0998,-118.3324,2020,"White","2020-01","00"
201306178,"02/08/2020 12:00:00 AM",2020-02-08,"00:01",13,"Newton",1362,1,330,"BURGLARY FROM VEHICLE",33,"M","H",101,"STREET","IC","Invest Cont",330,"MAIN                         ST",33.9984,-118.274,2020,"Hispanic/Latin/Mexican","2020-02","00"
200413931,"10/17/2020 12:00:00 AM",2020-10-17,"18:40",4,"Hollenbeck",439,2,624,"BATTERY - SIMPLE ASSAULT",30,"F","H",101,"STREET","AO","Adult Other",624,"VALLEY                       BL",34.0746,-118.1672,2020,"Hispanic/Latin/Mexican","2020-10","18"
202004884,"01/22/2020 12:00:00 AM",2020-01-21,"21:00",20,"Olympic",2001,1,510,"VEHICLE - STOLEN",0,"","",108,"PARKING LOT","IC","Invest Cont",510,"400 N  VAN NESS                     AV",34.0785,-118.3157,2020,"Unknown","2020-01","21"
201716171,"12/10/2020 12:00:00 AM",2020-12-10,"19:27",17,"Devonshire",1745,2,623,"BATTERY POLICE (SIMPLE)",50,"M","H",101,"STREET","IC","Invest Cont",623,"CHATSWORTH                   ST",34.2649,-118.5198,2020,"Hispanic/Latin/Mexican","2020-12","19"
201223486,"10/27/2020 12:00:00 AM",2020-10-27,"11:00",12,"77th Street",1265,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",58,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",930,"7900 S  NEW HAMPSHIRE                AV",33.9669,-118.2929,2020,"Black","2020-10","11"
200216981,"11/01/2020 12:00:00 AM",2020-11-01,"19:20",2,"Rampart",236,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",32,"M","H",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",740,"300 N  MOUNTAIN VIEW                AV",34.0689,-118.2678,2020,"Hispanic/Latin/Mexican","2020-11","19"
202011277,"06/23/2020 12:00:00 AM",2020-06-22,"16:00",20,"Olympic",2013,1,330,"BURGLARY FROM VEHICLE",0,"X","X",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont",330,"200 S  SERRANO                      AV",34.0712,-118.3067,2020,"Unknown","2020-06","16"
200610363,"05/18/2020 12:00:00 AM",2020-05-18,"07:30",6,"Hollywood",666,1,320,"BURGLARY, ATTEMPTED",0,"X","X",224,"SURPLUS SURVIVAL STORE","AO","Adult Other",320,"6200    SANTA MONICA                 BL",34.0944,-118.3277,2020,"Unknown","2020-05","07"
200704559,"01/12/2020 12:00:00 AM",2020-01-12,"16:45",7,"Wilshire",722,1,330,"BURGLARY FROM VEHICLE",36,"F","H",417,"THE BEVERLY CONNECTION","IC","Invest Cont",330,"100 N  LA CIENEGA                   BL",34.0746,-118.3765,2020,"Hispanic/Latin/Mexican","2020-01","16"
201408708,"03/22/2020 12:00:00 AM",2020-03-22,"13:55",14,"Pacific",1415,2,888,"TRESPASSING",27,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",888,"ROSE",34.0027,-118.4653,2020,"White","2020-03","13"
200410955,"07/19/2020 12:00:00 AM",2020-07-17,"19:00",4,"Hollenbeck",456,2,354,"THEFT OF IDENTITY",22,"F","O",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"2700    WINTER                       ST",34.0481,-118.1995,2020,"Other","2020-07","19"
201800801,"09/15/2020 12:00:00 AM",2020-09-15,"18:00",18,"Southeast",1844,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",40,"M","H",101,"STREET","AO","Adult Other",236,"11100    STANFORD                     AV",33.9345,-118.263,2020,"Hispanic/Latin/Mexican","2020-09","18"
200614957,"09/05/2020 12:00:00 AM",2020-08-04,"17:20",6,"Hollywood",647,2,624,"BATTERY - SIMPLE ASSAULT",34,"F","O",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",624,"6000    CARLTON                      WY",34.1005,-118.3214,2020,"Other","2020-08","17"
201706943,"03/05/2020 12:00:00 AM",2020-03-02,"21:29",17,"Devonshire",1729,1,343,"SHOPLIFTING-GRAND THEFT ($950.01 & OVER)",0,"X","X",404,"DEPARTMENT STORE","IC","Invest Cont",343,"11100    BALBOA                       BL",34.2757,-118.5144,2020,"Unknown","2020-03","21"
201209788,"03/25/2020 12:00:00 AM",2020-03-25,"18:00",12,"77th Street",1249,2,624,"BATTERY - SIMPLE ASSAULT",21,"M","W",518,"TRANSITIONAL HOUSING/HALFWAY HOUSE","IC","Invest Cont",624,"6500    DENVER                       AV",33.9806,-118.2838,2020,"White","2020-03","18"
201518560,"12/11/2020 12:00:00 AM",2020-12-11,"09:30",15,"N Hollywood",1521,1,210,"ROBBERY",22,"M","H",101,"STREET","IC","Invest Cont",210,"7000    ATOLL                        AV",34.1975,-118.4203,2020,"Hispanic/Latin/Mexican","2020-12","09"
210804464,"01/06/2021 12:00:00 AM",2020-12-31,"15:00",8,"West LA",823,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",40,"M","H",118,"CONSTRUCTION SITE","IC","Invest Cont",341,"800    TOYOPA                       DR",34.0425,-118.5212,2020,"Hispanic/Latin/Mexican","2020-12","15"
200511585,"07/08/2020 12:00:00 AM",2020-07-08,"18:30",5,"Harbor",566,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"200 W  8TH                          ST",33.737,-118.2818,2020,"Unknown","2020-07","18"
201518253,"12/03/2020 12:00:00 AM",2020-12-03,"03:39",15,"N Hollywood",1535,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",22,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",740,"11500    TIARA                        ST",34.1785,-118.3817,2020,"White","2020-12","03"
202106022,"02/14/2020 12:00:00 AM",2020-02-08,"15:00",21,"Topanga",2156,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",108,"PARKING LOT","IC","Invest Cont",420,"6200    TOPANGA                      BL",34.1829,-118.6059,2020,"Unknown","2020-02","15"
202111275,"07/06/2020 12:00:00 AM",2020-07-04,"16:30",21,"Topanga",2175,1,310,"BURGLARY",35,"M","X",118,"CONSTRUCTION SITE","AA","Adult Arrest",310,"5900    SHOUP                        AV",34.1778,-118.6146,2020,"Unknown","2020-07","16"
201410384,"05/02/2020 12:00:00 AM",2020-05-01,"18:00",14,"Pacific",1466,1,330,"BURGLARY FROM VEHICLE",61,"M","W",104,"DRIVEWAY","IC","Invest Cont",330,"7200    KENTWOOD                     AV",33.9781,-118.4017,2020,"White","2020-05","18"
201224049,"11/06/2020 12:00:00 AM",2020-11-06,"22:50",12,"77th Street",1239,1,251,"SHOTS FIRED AT INHABITED DWELLING",0,"X","X",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",251,"600 W  61ST                         ST",33.9842,-118.2856,2020,"Unknown","2020-11","22"
201411705,"06/01/2020 12:00:00 AM",2020-05-30,"09:20",14,"Pacific",1474,1,330,"BURGLARY FROM VEHICLE",39,"F","W",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",330,"LINCOLN",33.9598,-118.4193,2020,"White","2020-05","09"
201227050,"12/24/2020 12:00:00 AM",2020-12-24,"02:00",12,"77th Street",1245,1,310,"BURGLARY",67,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",310,"6500 S  NORMANDIE                    AV",33.9803,-118.3003,2020,"Black","2020-12","02"
201605495,"02/05/2020 12:00:00 AM",2020-02-05,"10:30",16,"Foothill",1654,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",24,"M","H",108,"PARKING LOT","IC","Invest Cont",440,"9800    SAN FERNANDO                 RD",34.2485,-118.4028,2020,"Hispanic/Latin/Mexican","2020-02","10"
200412236,"08/28/2020 12:00:00 AM",2020-08-28,"10:30",4,"Hollenbeck",449,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"3100    WABASH                       AV",34.0527,-118.1969,2020,"Unknown","2020-08","10"
201105226,"01/29/2020 12:00:00 AM",2020-01-29,"02:20",11,"Northeast",1144,1,330,"BURGLARY FROM VEHICLE",31,"M","O",101,"STREET","IC","Invest Cont",330,"2400    GRIFFITH PARK                BL",34.1032,-118.2722,2020,"Other","2020-01","02"
201420585,"11/21/2020 12:00:00 AM",2020-11-20,"23:20",14,"Pacific",1434,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"3500    MAPLEWOOD                    AV",34.0031,-118.4474,2020,"Unknown","2020-11","23"
201204866,"01/13/2020 12:00:00 AM",2020-01-10,"15:30",12,"77th Street",1263,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",26,"F","B",203,"OTHER BUSINESS","IC","Invest Cont",440,"2100 W  MANCHESTER                   AV",33.9636,-118.3112,2020,"Black","2020-01","15"
201707783,"03/29/2020 12:00:00 AM",2020-03-28,"23:00",17,"Devonshire",1782,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","AO","Adult Other",510,"19800    GRESHAM                      ST",34.2312,-118.5654,2020,"Unknown","2020-03","23"
201405909,"01/30/2020 12:00:00 AM",2020-01-23,"18:30",14,"Pacific",1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",6,"M","O",212,"TRANSPORTATION FACILITY (AIRPORT)","IC","Invest Cont",341,"700    WORLD                        WY",33.9432,-118.4013,2020,"Other","2020-01","18"
201011012,"07/15/2020 12:00:00 AM",2020-07-15,"05:00",10,"West Valley",1011,2,901,"VIOLATION OF RESTRAINING ORDER",37,"F","O",501,"SINGLE FAMILY DWELLING","AO","Adult Other",901,"19400    WYANDOTTE                    ST",34.2029,-118.5579,2020,"Other","2020-07","05"
210612830,"07/17/2021 12:00:00 AM",2020-12-15,"12:00",6,"Hollywood",659,1,310,"BURGLARY",74,"F","H",221,"PUBLIC STORAGE","IC","Invest Cont",310,"5100 W  SUNSET                       BL",34.0981,-118.301,2020,"Hispanic/Latin/Mexican","2020-12","12"
201413952,"07/18/2020 12:00:00 AM",2020-07-17,"16:30",14,"Pacific",1464,1,510,"VEHICLE - STOLEN",0,"","",707,"GARAGE/CARPORT","IC","Invest Cont",510,"12600    VILLAGE                      LN",33.9778,-118.4145,2020,"Unknown","2020-07","16"
201408692,"03/21/2020 12:00:00 AM",2020-03-20,"03:05",14,"Pacific",1464,1,480,"BIKE - STOLEN",0,"X","X",707,"GARAGE/CARPORT","IC","Invest Cont",480,"6200    PLAYA VISTA                  DR",33.9711,-118.4266,2020,"Unknown","2020-03","03"
201605483,"02/05/2020 12:00:00 AM",2020-02-05,"11:00",16,"Foothill",1642,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",22,"F","H",101,"STREET","AO","Adult Other",626,"CAYUGA",34.26,-118.4232,2020,"Hispanic/Latin/Mexican","2020-02","11"
200615598,"09/17/2020 12:00:00 AM",2020-09-12,"16:30",6,"Hollywood",643,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",44,"M","H",101,"STREET","IC","Invest Cont",740,"FRANKLIN",34.1034,-118.349,2020,"Hispanic/Latin/Mexican","2020-09","16"
200505127,"01/27/2020 12:00:00 AM",2020-01-27,"15:10",5,"Harbor",557,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",41,"F","H",101,"STREET","IC","Invest Cont",740,"11TH                         ST",33.7412,-118.2924,2020,"Hispanic/Latin/Mexican","2020-01","15"
200612628,"07/15/2020 12:00:00 AM",2020-07-15,"10:35",6,"Hollywood",646,2,624,"BATTERY - SIMPLE ASSAULT",59,"M","W",203,"OTHER BUSINESS","IC","Invest Cont",624,"1500    VINE                         ST",34.0987,-118.3337,2020,"White","2020-07","10"
201416077,"08/25/2020 12:00:00 AM",2020-08-05,"15:15",14,"Pacific",1487,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"X","X",710,"OTHER PREMISE","IC","Invest Cont",442,"8700 S  SEPULVEDA                    BL",33.9581,-118.3962,2020,"Unknown","2020-08","15"
210916801,"11/22/2021 12:00:00 AM",2020-11-19,"12:00",9,"Van Nuys",932,2,354,"THEFT OF IDENTITY",46,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",354,"14700    FRIAR                        ST",34.1857,-118.4574,2020,"Black","2020-11","12"
201306878,"02/21/2020 12:00:00 AM",2020-02-21,"10:00",13,"Newton",1345,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"CENTRAL",34.0067,-118.2565,2020,"Unknown","2020-02","10"
201514621,"09/01/2020 12:00:00 AM",2020-08-19,"11:00",15,"N Hollywood",1585,1,343,"SHOPLIFTING-GRAND THEFT ($950.01 & OVER)",53,"M","H",404,"DEPARTMENT STORE","IC","Invest Cont",343,"11200 W  VENTURA                      BL",34.143,-118.3727,2020,"Hispanic/Latin/Mexican","2020-08","11"
201218556,"08/14/2020 12:00:00 AM",2020-08-14,"20:07",12,"77th Street",1218,1,210,"ROBBERY",0,"X","X",401,"MINI-MART","IC","Invest Cont",210,"5400 S  FIGUEROA                     ST",33.9923,-118.287,2020,"Unknown","2020-08","20"
201909383,"05/02/2020 12:00:00 AM",2020-05-02,"20:00",19,"Mission",1907,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",22,"M","H",408,"AUTO SUPPLY STORE*","IC","Invest Cont",442,"13400    HUBBARD                      ST",34.3125,-118.4246,2020,"Hispanic/Latin/Mexican","2020-05","20"
200712803,"08/14/2020 12:00:00 AM",2020-08-14,"00:01",7,"Wilshire",782,2,624,"BATTERY - SIMPLE ASSAULT",17,"F","B",701,"HOSPITAL","IC","Invest Cont",624,"6000    CADILLAC                     AV",34.0374,-118.3742,2020,"Black","2020-08","00"
200319115,"10/19/2020 12:00:00 AM",2020-10-19,"14:05",3,"Southwest",362,2,354,"THEFT OF IDENTITY",59,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",354,"3900    HILLCREST                    DR",34.017,-118.3477,2020,"Black","2020-10","14"
202104034,"01/01/2020 12:00:00 AM",2020-01-01,"20:30",21,"Topanga",2157,2,850,"INDECENT EXPOSURE",33,"F","W",108,"PARKING LOT","IC","Invest Cont",850,"6700    INDEPENDENCE                 AV",34.1921,-118.5906,2020,"White","2020-01","20"
200908070,"04/01/2020 12:00:00 AM",2020-03-30,"23:00",9,"Van Nuys",914,1,761,"BRANDISH WEAPON",28,"F","W",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",626,"14600    VOSE                         ST",34.1985,-118.4509,2020,"White","2020-03","23"
201812389,"06/10/2020 12:00:00 AM",2020-06-10,"17:45",18,"Southeast",1823,1,210,"ROBBERY",52,"M","H",102,"SIDEWALK","IC","Invest Cont",210,"9700    WALL                         ST",33.9483,-118.2717,2020,"Hispanic/Latin/Mexican","2020-06","17"
200717242,"12/18/2020 12:00:00 AM",2020-12-13,"10:10",7,"Wilshire",773,1,310,"BURGLARY",31,"M","A",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",310,"2200    CLYDE                        AV",34.0384,-118.365,2020,"Other Asian","2020-12","10"
200616045,"09/29/2020 12:00:00 AM",2020-09-28,"17:00",6,"Hollywood",638,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",34,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",341,"1800    CANYON                       DR",34.1041,-118.3164,2020,"White","2020-09","17"
200514861,"10/04/2020 12:00:00 AM",2020-10-04,"17:39",5,"Harbor",514,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"900 N  WILMINGTON                   BL",33.7897,-118.2787,2020,"Unknown","2020-10","17"
200606970,"02/24/2020 12:00:00 AM",2020-02-24,"22:00",6,"Hollywood",666,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",22,"F","J",804,"GREYHOUND OR INTERSTATE BUS","IC","Invest Cont",440,"FOUNTAIN",34.0944,-118.3266,2020,"Japanese","2020-02","22"
200105884,"01/28/2020 12:00:00 AM",2020-01-27,"16:05",1,"Central",135,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,"M","W",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",740,"200 S  LOS ANGELES                  ST",34.0495,-118.2458,2020,"White","2020-01","16"
200404556,"01/15/2020 12:00:00 AM",2020-01-05,"09:40",4,"Hollenbeck",453,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",53,"F","W",101,"STREET","IC","Invest Cont",331,"1500 E  CESAR E CHAVEZ               AV",34.0525,-118.2205,2020,"White","2020-01","09"
201105323,"01/31/2020 12:00:00 AM",2020-01-30,"19:40",11,"Northeast",1163,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",0,"X","X",401,"MINI-MART","IC","Invest Cont",440,"4800    FOUNTAIN                     AV",34.0955,-118.2937,2020,"Unknown","2020-01","19"
200216700,"10/26/2020 12:00:00 AM",2020-10-26,"16:15",2,"Rampart",266,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",58,"M","B",503,"HOTEL","AO","Adult Other",930,"1700 W  7TH                          ST",34.0546,-118.2725,2020,"Black","2020-10","16"
201005743,"02/09/2020 12:00:00 AM",2020-01-25,"17:00",10,"West Valley",1063,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",59,"M","W",510,"NURSING/CONVALESCENT/RETIREMENT HOME","AO","Adult Other",626,"5600    RESEDA                       BL",34.1724,-118.536,2020,"White","2020-01","17"
202005817,"02/08/2020 12:00:00 AM",2020-02-05,"07:30",20,"Olympic",2011,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",34,"F","H",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",740,"4400 W  2ND                          ST",34.0712,-118.3091,2020,"Hispanic/Latin/Mexican","2020-02","07"
