"DR_NO","Date.Rptd","DATE.OCC","TIME.OCC","AREA","AREA.NAME","Rpt.Dist.No","Part.1.2","Crm.Cd","Crm.Cd.Desc","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","Status","Status.Desc","Crm.Cd.1","LOCATION","LAT","LON","year","Descent_Description","month","Hour"
201421845,"12/19/2020 12:00:00 AM",2020-12-18,"00:20",14,"Pacific",1409,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",31,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",440,"9800    TABOR                        ST",34.0288,-118.401,2020,"White","2020-12","00"
202110483,"06/14/2020 12:00:00 AM",2020-06-06,"17:00",21,"Topanga",2158,1,310,"BURGLARY",26,"M","W",120,"STORAGE SHED","IC","Invest Cont",310,"6000    DE SOTO                      AV",34.1793,-118.5905,2020,"White","2020-06","17"
201226807,"12/20/2020 12:00:00 AM",2020-12-20,"14:30",12,"77th Street",1266,2,624,"BATTERY - SIMPLE ASSAULT",60,"M","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",624,"700 W  81ST                         ST",33.9655,-118.2838,2020,"Black","2020-12","14"
201220949,"09/18/2020 12:00:00 AM",2020-09-18,"21:55",12,"77th Street",1245,1,220,"ATTEMPTED ROBBERY",34,"M","B",102,"SIDEWALK","IC","Invest Cont",220,"66TH                         ST",33.9791,-118.2981,2020,"Black","2020-09","21"
200710283,"06/08/2020 12:00:00 AM",2020-06-02,"13:15",7,"Wilshire",769,2,354,"THEFT OF IDENTITY",31,"F","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"1300    2ND                          AV",34.0472,-118.3189,2020,"White","2020-06","13"
201204751,"01/11/2020 12:00:00 AM",2020-01-11,"13:15",12,"77th Street",1265,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",23,"M","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",745,"1200 W  83RD                         ST",33.9637,-118.2959,2020,"Black","2020-01","13"
200811588,"07/07/2020 12:00:00 AM",2020-07-03,"16:30",8,"West LA",889,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",29,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",745,"2000 S  GARTH                        AV",34.0389,-118.3796,2020,"White","2020-07","16"
200908021,"03/31/2020 12:00:00 AM",2020-03-31,"13:30",9,"Van Nuys",911,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",51,"F","H",108,"PARKING LOT","AO","Adult Other",745,"6800    SEPULVEDA                    BL",34.1938,-118.4702,2020,"Hispanic/Latin/Mexican","2020-03","13"
201107597,"03/22/2020 12:00:00 AM",2020-03-22,"00:40",11,"Northeast",1146,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",26,"F","B",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",236,"2700    NEWELL                       ST",34.1,-118.2463,2020,"Black","2020-03","00"
202111606,"07/15/2020 12:00:00 AM",2020-07-15,"02:00",21,"Topanga",2136,2,624,"BATTERY - SIMPLE ASSAULT",45,"M","H",102,"SIDEWALK","IC","Invest Cont",624,"DEERING                      AV",34.2011,-118.5966,2020,"Hispanic/Latin/Mexican","2020-07","02"
201512784,"07/19/2020 12:00:00 AM",2020-07-17,"18:15",15,"N Hollywood",1555,1,310,"BURGLARY",0,"M","O",203,"OTHER BUSINESS","IC","Invest Cont",310,"4800 N  LANKERSHIM                   BL",34.158,-118.3705,2020,"Other","2020-07","18"
200509214,"05/08/2020 12:00:00 AM",2020-05-08,"04:00",5,"Harbor",531,1,210,"ROBBERY",31,"F","W",108,"PARKING LOT","IC","Invest Cont",210,"1500 W  PACIFIC COAST                HY",33.7895,-118.3027,2020,"White","2020-05","04"
200111828,"05/18/2020 12:00:00 AM",2020-03-17,"16:35",1,"Central",182,1,330,"BURGLARY FROM VEHICLE",34,"F","B",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont",330,"GRAND                        AV",34.0416,-118.262,2020,"Black","2020-03","16"
201422235,"12/27/2020 12:00:00 AM",2020-12-27,"14:20",14,"Pacific",1412,1,480,"BIKE - STOLEN",43,"M","B",116,"OTHER/OUTSIDE","IC","Invest Cont",480,"OCEAN FRONT                  WK",33.9906,-118.4769,2020,"Black","2020-12","14"
201710202,"06/19/2020 12:00:00 AM",2020-06-19,"13:37",17,"Devonshire",1743,1,480,"BIKE - STOLEN",0,"X","X",203,"OTHER BUSINESS","IC","Invest Cont",480,"18600    DEVONSHIRE                   ST",34.2609,-118.5346,2020,"Unknown","2020-06","13"
201907029,"03/02/2020 12:00:00 AM",2020-03-01,"17:30",19,"Mission",1985,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"8700    VAN NUYS                     BL",34.2268,-118.4499,2020,"Unknown","2020-03","17"
201409134,"04/01/2020 12:00:00 AM",2020-04-01,"11:50",14,"Pacific",1415,2,946,"OTHER MISCELLANEOUS CRIME",0,"X","X",244,"TOBACCO SHOP","IC","Invest Cont",946,"600    LINCOLN                      BL",34.0001,-118.4653,2020,"Unknown","2020-04","11"
202004067,"01/02/2020 12:00:00 AM",2020-01-02,"07:10",20,"Olympic",2046,1,421,"THEFT FROM MOTOR VEHICLE - ATTEMPT",61,"M","H",101,"STREET","IC","Invest Cont",421,"900 S  KENMORE                      AV",34.0559,-118.2965,2020,"Hispanic/Latin/Mexican","2020-01","07"
201225369,"11/28/2020 12:00:00 AM",2020-11-28,"10:15",12,"77th Street",1249,1,310,"BURGLARY",52,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",310,"6600    ESTRELLA                     AV",33.9792,-118.2849,2020,"Black","2020-11","10"
200209731,"05/02/2020 12:00:00 AM",2020-05-02,"23:30",2,"Rampart",245,1,210,"ROBBERY",42,"M","H",102,"SIDEWALK","IC","Invest Cont",210,"WILSHIRE",34.0597,-118.2795,2020,"Hispanic/Latin/Mexican","2020-05","23"
200911260,"06/19/2020 12:00:00 AM",2020-06-17,"14:00",9,"Van Nuys",938,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"VICTORY                      BL",34.1867,-118.4268,2020,"Unknown","2020-06","14"
200118127,"09/18/2020 12:00:00 AM",2020-09-05,"09:00",1,"Central",145,1,310,"BURGLARY",68,"F","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",310,"400 S  MAIN                         ST",34.0478,-118.2475,2020,"Black","2020-09","09"
200408746,"05/11/2020 12:00:00 AM",2020-05-11,"02:00",4,"Hollenbeck",499,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",41,"M","H",104,"DRIVEWAY","IC","Invest Cont",740,"3500    UNION PACIFIC                AV",34.0166,-118.2028,2020,"Hispanic/Latin/Mexican","2020-05","02"
201221111,"09/12/2020 12:00:00 AM",2020-09-12,"10:00",12,"77th Street",1269,2,237,"CHILD NEGLECT (SEE 300 W.I.C.)",2,"F","H",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",237,"600 E  84TH                         ST",33.9629,-118.2651,2020,"Hispanic/Latin/Mexican","2020-09","10"
200716295,"11/23/2020 12:00:00 AM",2020-11-23,"09:00",7,"Wilshire",785,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",33,"M","W",501,"SINGLE FAMILY DWELLING","AO","Adult Other",930,"2100 S  RIMPAU                       BL",34.0357,-118.3455,2020,"White","2020-11","09"
201209156,"03/14/2020 12:00:00 AM",2020-02-28,"13:00",12,"77th Street",1256,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",59,"M","B",102,"SIDEWALK","IC","Invest Cont",230,"73RD",33.9737,-118.2783,2020,"Black","2020-02","13"
200210077,"05/11/2020 12:00:00 AM",2020-05-11,"19:30",2,"Rampart",221,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",25,"F","B",101,"STREET","IC","Invest Cont",626,"KENMORE",34.0763,-118.2969,2020,"Black","2020-05","19"
202012977,"08/04/2020 12:00:00 AM",2020-08-04,"02:20",20,"Olympic",2033,2,624,"BATTERY - SIMPLE ASSAULT",58,"M","H",707,"GARAGE/CARPORT","IC","Invest Cont",624,"3500 W  7TH                          ST",34.0597,-118.3075,2020,"Hispanic/Latin/Mexican","2020-08","02"
202113382,"09/02/2020 12:00:00 AM",2020-08-12,"09:50",21,"Topanga",2189,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",25,"F","W",404,"DEPARTMENT STORE","AO","Adult Other",442,"20800    VENTURA                      BL",34.1664,-118.5863,2020,"White","2020-08","09"
200709415,"05/19/2020 12:00:00 AM",2020-05-19,"13:00",7,"Wilshire",713,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",57,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",626,"400 N  SIERRA BONITA                AV",34.0783,-118.3543,2020,"White","2020-05","13"
202109382,"05/15/2020 12:00:00 AM",2020-05-15,"14:00",21,"Topanga",2137,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",35,"M","H",101,"STREET","AA","Adult Arrest",740,"21000    VALERIO                      ST",34.2047,-118.5906,2020,"Hispanic/Latin/Mexican","2020-05","14"
201916321,"10/29/2020 12:00:00 AM",2020-10-28,"12:00",19,"Mission",1977,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"8700    WOODMAN                      AV",34.228,-118.4344,2020,"Unknown","2020-10","12"
200713730,"09/11/2020 12:00:00 AM",2020-09-10,"14:30",7,"Wilshire",753,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",707,"GARAGE/CARPORT","IC","Invest Cont",420,"1300 S  ORANGE GROVE                 AV",34.0518,-118.3655,2020,"Unknown","2020-09","14"
200211586,"06/21/2020 12:00:00 AM",2020-06-21,"00:20",2,"Rampart",245,2,624,"BATTERY - SIMPLE ASSAULT",46,"M","B",102,"SIDEWALK","IC","Invest Cont",624,"WILSHIRE                     BL",34.058,-118.2759,2020,"Black","2020-06","00"
200715990,"11/14/2020 12:00:00 AM",2020-11-02,"15:40",7,"Wilshire",765,2,662,"BUNCO, GRAND THEFT",44,"F","B",203,"OTHER BUSINESS","IC","Invest Cont",662,"4600    VENICE                       BL",34.0472,-118.3372,2020,"Black","2020-11","15"
201505272,"01/26/2020 12:00:00 AM",2020-01-26,"19:00",15,"N Hollywood",1591,1,330,"BURGLARY FROM VEHICLE",32,"M","W",101,"STREET","IC","Invest Cont",330,"VENTURA",34.1431,-118.4008,2020,"White","2020-01","19"
201512705,"07/05/2020 12:00:00 AM",2020-07-05,"09:00",15,"N Hollywood",1527,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",39,"M","W",101,"STREET","IC","Invest Cont",740,"CALVERT",34.1812,-118.379,2020,"White","2020-07","09"
202006756,"02/27/2020 12:00:00 AM",2020-02-27,"10:30",20,"Olympic",2035,2,928,"THREATENING PHONE CALLS/LETTERS",46,"X","X",510,"NURSING/CONVALESCENT/RETIREMENT HOME","IC","Invest Cont",928,"3400    WILSHIRE                     BL",34.0618,-118.2979,2020,"Unknown","2020-02","10"
201420572,"11/19/2020 12:00:00 AM",2020-11-18,"23:00",14,"Pacific",1441,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",38,"F","H",101,"STREET","IC","Invest Cont",740,"600    MILDRED                      AV",33.987,-118.4649,2020,"Hispanic/Latin/Mexican","2020-11","23"
201715766,"11/25/2020 12:00:00 AM",2020-11-23,"11:00",17,"Devonshire",1756,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",58,"F","A",101,"STREET","IC","Invest Cont",740,"17200    TUBA                         ST",34.2566,-118.5079,2020,"Other Asian","2020-11","11"
201420670,"11/22/2020 12:00:00 AM",2020-11-22,"13:00",14,"Pacific",1415,1,343,"SHOPLIFTING-GRAND THEFT ($950.01 & OVER)",0,"X","X",406,"OTHER STORE","IC","Invest Cont",343,"800    LINCOLN                      BL",33.9991,-118.4631,2020,"Unknown","2020-11","13"
200213911,"08/19/2020 12:00:00 AM",2020-08-18,"17:00",2,"Rampart",233,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"2700    GLASSELL                     ST",34.0706,-118.2772,2020,"Unknown","2020-08","17"
200308976,"03/24/2020 12:00:00 AM",2020-03-23,"01:00",3,"Southwest",354,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"2100 W  JEFFERSON                    BL",34.0255,-118.318,2020,"Unknown","2020-03","01"
222111399,"07/07/2022 12:00:00 AM",2020-08-21,"00:01",21,"Topanga",2148,2,901,"VIOLATION OF RESTRAINING ORDER",26,"F","H",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",901,"20200    HARTLAND                     ST",34.1947,-118.5737,2020,"Hispanic/Latin/Mexican","2020-08","00"
200910725,"06/07/2020 12:00:00 AM",2020-03-03,"07:15",9,"Van Nuys",966,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",42,"F","W",101,"STREET","IC","Invest Cont",331,"4800    SUNNYSLOPE                   AV",34.1576,-118.4269,2020,"White","2020-03","07"
201500656,"03/03/2020 12:00:00 AM",2020-02-29,"12:00",15,"N Hollywood",1548,1,815,"SEXUAL PENETRATION W/FOREIGN OBJECT",25,"F","W",718,"MASSAGE PARLOR","IC","Invest Cont",815,"10800    MAGNOLIA                     BL",34.1667,-118.3702,2020,"White","2020-02","12"
201614947,"11/21/2020 12:00:00 AM",2020-11-20,"23:40",16,"Foothill",1681,2,624,"BATTERY - SIMPLE ASSAULT",32,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",624,"8200    WHITSETT                     AV",34.2198,-118.4053,2020,"White","2020-11","23"
201319316,"10/31/2020 12:00:00 AM",2020-10-31,"10:00",13,"Newton",1373,1,444,"DISHONEST EMPLOYEE - PETTY THEFT",59,"F","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",444,"5300    MCKINLEY                     AV",33.9934,-118.2609,2020,"Black","2020-10","10"
201305819,"02/01/2020 12:00:00 AM",2020-02-01,"02:45",13,"Newton",1321,1,320,"BURGLARY, ATTEMPTED",0,"F","O",203,"OTHER BUSINESS","IC","Invest Cont",320,"100 W  23RD                         ST",34.0276,-118.2669,2020,"Other","2020-02","02"
200412557,"09/08/2020 12:00:00 AM",2020-09-07,"20:30",4,"Hollenbeck",478,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",18,"F","H",101,"STREET","IC","Invest Cont",740,"3400    PERCY                        ST",34.0277,-118.1979,2020,"Hispanic/Latin/Mexican","2020-09","20"
201016158,"12/16/2020 12:00:00 AM",2020-12-16,"17:30",10,"West Valley",1039,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",22,"F","H",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",740,"6500    GLORIA                       AV",34.1889,-118.4793,2020,"Hispanic/Latin/Mexican","2020-12","17"
201600644,"04/24/2020 12:00:00 AM",2020-03-27,"08:00",16,"Foothill",1654,2,627,"CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT",9,"M","H",501,"SINGLE FAMILY DWELLING","AO","Adult Other",627,"12200    OSBORNE                      PL",34.2592,-118.4025,2020,"Hispanic/Latin/Mexican","2020-03","08"
200304254,"01/05/2020 12:00:00 AM",2020-01-05,"06:30",3,"Southwest",328,1,210,"ROBBERY",63,"M","W",102,"SIDEWALK","IC","Invest Cont",210,"FIGUEROA",34.0282,-118.276,2020,"White","2020-01","06"
201417732,"09/24/2020 12:00:00 AM",2020-09-24,"10:00",14,"Pacific",1432,2,886,"DISTURBING THE PEACE",56,"F","W",108,"PARKING LOT","IC","Invest Cont",886,"1400    ELECTRIC                     AV",33.9908,-118.4647,2020,"White","2020-09","10"
200712775,"08/14/2020 12:00:00 AM",2020-08-14,"16:00",7,"Wilshire",755,2,920,"KIDNAPPING - GRAND ATTEMPT",23,"M","W",101,"STREET","IC","Invest Cont",920,"COCHRAN",34.0525,-118.351,2020,"White","2020-08","16"
200211002,"06/05/2020 12:00:00 AM",2020-06-05,"19:00",2,"Rampart",237,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",101,"STREET","IC","Invest Cont",420,"1400 W  3RD                          ST",34.0621,-118.2619,2020,"Unknown","2020-06","19"
200716501,"11/29/2020 12:00:00 AM",2020-11-27,"13:00",7,"Wilshire",753,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",61,"M","B",103,"ALLEY","IC","Invest Cont",331,"1100 S  CURSON                       AV",34.0548,-118.3583,2020,"Black","2020-11","13"
201210621,"04/09/2020 12:00:00 AM",2020-04-07,"18:00",12,"77th Street",1219,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"400 W  55TH                         ST",33.9924,-118.2809,2020,"Unknown","2020-04","18"
202111578,"07/13/2020 12:00:00 AM",2020-07-12,"17:00",21,"Topanga",2149,1,480,"BIKE - STOLEN",33,"F","H",119,"PORCH, RESIDENTIAL","IC","Invest Cont",480,"20000    KITTRIDGE                    ST",34.1912,-118.5682,2020,"Hispanic/Latin/Mexican","2020-07","17"
201916739,"11/10/2020 12:00:00 AM",2020-11-09,"21:00",19,"Mission",1958,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"14200    VAN NUYS                     BL",34.2506,-118.4433,2020,"Unknown","2020-11","21"
201913091,"08/10/2020 12:00:00 AM",2020-08-09,"17:30",19,"Mission",1995,2,901,"VIOLATION OF RESTRAINING ORDER",30,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AA","Adult Arrest",901,"14700    BLYTHE                       ST",34.2152,-118.451,2020,"Hispanic/Latin/Mexican","2020-08","17"
200121411,"11/22/2020 12:00:00 AM",2020-11-22,"23:30",1,"Central",153,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",28,"F","H",102,"SIDEWALK","IC","Invest Cont",236,"500 S  HILL                         ST",34.0486,-118.2519,2020,"Hispanic/Latin/Mexican","2020-11","23"
200309872,"04/14/2020 12:00:00 AM",2020-04-13,"20:00",3,"Southwest",354,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",101,"STREET","IC","Invest Cont",420,"3400    2ND                          AV",34.0256,-118.3189,2020,"Unknown","2020-04","20"
201512545,"07/12/2020 12:00:00 AM",2020-07-12,"15:50",15,"N Hollywood",1555,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,"M","W",401,"MINI-MART","AA","Adult Arrest",740,"11300    MAGNOLIA                     BL",34.1649,-118.378,2020,"White","2020-07","15"
200119913,"10/24/2020 12:00:00 AM",2020-07-25,"13:00",1,"Central",158,1,310,"BURGLARY",60,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",310,"800 E  6TH                          ST",34.0407,-118.2427,2020,"White","2020-07","13"
200713764,"09/12/2020 12:00:00 AM",2020-09-12,"09:00",7,"Wilshire",732,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",25,"F","B",503,"HOTEL","AO","Adult Other",626,"6300    WILSHIRE                     BL",34.0665,-118.3662,2020,"Black","2020-09","09"
201806635,"02/15/2020 12:00:00 AM",2020-02-15,"12:35",18,"Southeast",1851,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",67,"F","B",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",740,"13200 S  VERMONT                      AV",33.9123,-118.2916,2020,"Black","2020-02","12"
200508057,"04/08/2020 12:00:00 AM",2020-04-08,"10:40",5,"Harbor",514,1,330,"BURGLARY FROM VEHICLE",32,"F","H",108,"PARKING LOT","IC","Invest Cont",330,"1100 W  PACIFIC COAST                HY",33.7904,-118.2764,2020,"Hispanic/Latin/Mexican","2020-04","10"
201700734,"07/03/2020 12:00:00 AM",2020-07-02,"18:00",17,"Devonshire",1764,1,330,"BURGLARY FROM VEHICLE",39,"M","B",108,"PARKING LOT","IC","Invest Cont",330,"9400    CORBIN                       AV",34.241,-118.5623,2020,"Black","2020-07","18"
200811710,"07/10/2020 12:00:00 AM",2020-07-09,"20:00",8,"West LA",887,1,330,"BURGLARY FROM VEHICLE",37,"M","C",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",330,"9500    KIRKSIDE                     RD",34.0485,-118.3986,2020,"Chinese","2020-07","20"
201224551,"11/16/2020 12:00:00 AM",2020-11-16,"11:45",12,"77th Street",1251,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"6900    10TH                         AV",33.9757,-118.328,2020,"Unknown","2020-11","11"
201009562,"05/31/2020 12:00:00 AM",2020-05-30,"21:00",10,"West Valley",1025,1,510,"VEHICLE - STOLEN",0,"","",707,"GARAGE/CARPORT","IC","Invest Cont",510,"17800    SHERMAN                      WY",34.2011,-118.5208,2020,"Unknown","2020-05","21"
201418602,"10/12/2020 12:00:00 AM",2020-09-01,"11:00",14,"Pacific",1497,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0,"","",203,"OTHER BUSINESS","IC","Invest Cont",668,"5500 W  CENTURY                      BL",33.9453,-118.3769,2020,"Unknown","2020-09","11"
201310819,"05/12/2020 12:00:00 AM",2020-05-09,"12:00",13,"Newton",1352,1,310,"BURGLARY",36,"M","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",310,"100 E  45TH                         ST",34.0029,-118.274,2020,"Hispanic/Latin/Mexican","2020-05","12"
201012626,"08/31/2020 12:00:00 AM",2020-08-31,"09:00",10,"West Valley",1034,2,623,"BATTERY POLICE (SIMPLE)",0,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","JA","Juv Arrest",623,"6300    RESEDA                       BL",34.1851,-118.536,2020,"White","2020-08","09"
201214806,"06/16/2020 12:00:00 AM",2020-06-16,"08:00",12,"77th Street",1242,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",44,"F","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",745,"6000    ARLINGTON                    AV",33.9855,-118.3186,2020,"Black","2020-06","08"
201211457,"04/23/2020 12:00:00 AM",2020-04-23,"23:00",12,"77th Street",1253,2,901,"VIOLATION OF RESTRAINING ORDER",61,"F","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",901,"7700 S  HARVARD                      BL",33.97,-118.3068,2020,"Black","2020-04","23"
201214058,"06/03/2020 12:00:00 AM",2020-06-03,"19:10",12,"77th Street",1283,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",60,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",626,"1600 W  CENTURY                      BL",33.9486,-118.3094,2020,"Black","2020-06","19"
200806755,"03/01/2020 12:00:00 AM",2020-02-29,"21:15",8,"West LA",805,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",44,"F","W",101,"STREET","IC","Invest Cont",331,"800    LINDA FLORA                  DR",34.0819,-118.4645,2020,"White","2020-02","21"
200705400,"01/30/2020 12:00:00 AM",2020-01-30,"09:50",7,"Wilshire",724,2,624,"BATTERY - SIMPLE ASSAULT",52,"M","H",109,"PARK/PLAYGROUND","AO","Adult Other",624,"7600    BEVERLY                      BL",34.0761,-118.3555,2020,"Hispanic/Latin/Mexican","2020-01","09"
201814415,"07/22/2020 12:00:00 AM",2020-07-15,"00:01",18,"Southeast",1841,2,354,"THEFT OF IDENTITY",55,"M","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"700 W  107TH                        ST",33.9391,-118.2894,2020,"Black","2020-07","00"
201321430,"12/17/2020 12:00:00 AM",2020-12-17,"04:35",13,"Newton",1321,1,310,"BURGLARY",0,"M","W",203,"OTHER BUSINESS","IC","Invest Cont",310,"400 W  ADAMS                        BL",34.0289,-118.2686,2020,"White","2020-12","04"
201918572,"12/30/2020 12:00:00 AM",2020-12-17,"20:30",19,"Mission",1904,2,624,"BATTERY - SIMPLE ASSAULT",62,"M","W",501,"SINGLE FAMILY DWELLING","AO","Adult Other",624,"13800    ALMETZ                       ST",34.3272,-118.4354,2020,"White","2020-12","20"
200800794,"09/11/2020 12:00:00 AM",2020-09-11,"14:00",8,"West LA",836,1,310,"BURGLARY",37,"M","O",507,"CONDOMINIUM/TOWNHOUSE","IC","Invest Cont",310,"1800 S  BEVERLY GLEN                 BL",34.0571,-118.4238,2020,"Other","2020-09","14"
200122875,"12/28/2020 12:00:00 AM",2020-12-28,"22:20",1,"Central",166,2,624,"BATTERY - SIMPLE ASSAULT",44,"M","B",102,"SIDEWALK","IC","Invest Cont",624,"600 S  SAN PEDRO                    ST",34.0421,-118.2469,2020,"Black","2020-12","22"
202005694,"02/05/2020 12:00:00 AM",2020-02-03,"09:00",20,"Olympic",2079,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",29,"F","B",119,"PORCH, RESIDENTIAL","AO","Adult Other",626,"1300 S  VERMONT                      AV",34.0468,-118.2916,2020,"Black","2020-02","09"
201606036,"02/18/2020 12:00:00 AM",2020-02-18,"21:10",16,"Foothill",1676,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",28,"F","H",101,"STREET","AA","Adult Arrest",626,"10700    NEW HAVEN                    ST",34.2265,-118.3644,2020,"Hispanic/Latin/Mexican","2020-02","21"
200707117,"03/07/2020 12:00:00 AM",2020-03-06,"09:00",7,"Wilshire",721,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",62,"F","O",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",740,"8500    BEVERLY                      BL",34.0761,-118.3766,2020,"Other","2020-03","09"
201219704,"08/31/2020 12:00:00 AM",2020-08-31,"12:00",12,"77th Street",1265,2,624,"BATTERY - SIMPLE ASSAULT",35,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",624,"1400 W  81ST                         ST",33.9655,-118.3025,2020,"Hispanic/Latin/Mexican","2020-08","12"
202109215,"05/12/2020 12:00:00 AM",2020-02-03,"12:00",21,"Topanga",2175,2,354,"THEFT OF IDENTITY",77,"F","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"5800    TOPANGA CANYON               BL",34.1732,-118.6152,2020,"White","2020-02","12"
200710159,"06/08/2020 12:00:00 AM",2020-05-30,"21:20",7,"Wilshire",765,1,310,"BURGLARY",19,"M","O",402,"MARKET","AA","Adult Arrest",310,"1300 S  LA BREA                      AV",34.0497,-118.3442,2020,"Other","2020-05","21"
200708293,"04/14/2020 12:00:00 AM",2020-04-14,"07:30",7,"Wilshire",723,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",50,"M","W",503,"HOTEL","AO","Adult Other",740,"100 S  FAIRFAX                      AV",34.0728,-118.3656,2020,"White","2020-04","07"
201500966,"09/16/2020 12:00:00 AM",2020-09-07,"10:00",15,"N Hollywood",1569,2,662,"BUNCO, GRAND THEFT",61,"F","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",662,"4400    MOORPARK                     WY",34.1506,-118.3589,2020,"Other","2020-09","10"
